Time_s,gps_valid,gnss_east_m,gnss_north_m,fused_east_m,fused_north_m,pure_east_m,pure_north_m,err_fused_m,err_pure_m
506.6019,0,,,9318.4199,-1625.5109,9403.1309,-1480.1295,389.7611,230.3980
506.7019,0,,,9320.4814,-1626.0209,9405.1914,-1480.6395,389.9837,230.6260
506.8019,0,,,9322.5498,-1626.5621,9407.2598,-1481.1808,390.2345,230.8844
506.9019,0,,,9324.6494,-1627.1185,9409.3594,-1481.7372,390.4910,231.1546
507.0019,0,,,9326.7480,-1627.6766,9411.4570,-1482.2953,390.7496,231.4268
507.1019,0,,,9328.8252,-1628.2043,9413.5352,-1482.8230,390.9850,231.6707
507.2019,0,,,9330.8828,-1628.7340,9415.5918,-1483.3527,391.2277,231.9186
507.3019,0,,,9332.9316,-1629.2411,9417.6406,-1483.8597,391.4509,232.1447
507.4019,0,,,9335.0234,-1629.7777,9419.7324,-1484.3964,391.6908,232.3961
507.5019,0,,,9337.0918,-1630.3157,9421.8008,-1484.9343,391.9385,232.6512
507.6019,0,,,9339.1895,-1630.8689,9423.8984,-1485.4875,392.1928,232.9186
507.7019,0,,,9341.2314,-1631.3623,9425.9414,-1485.9810,392.4049,233.1318
507.8019,0,,,9343.3154,-1631.8936,9428.0254,-1486.5122,392.6417,233.3785
507.9019,0,,,9345.3262,-1632.4036,9430.0352,-1487.0222,392.8783,233.6115
508.0019,0,,,9347.4238,-1632.9767,9432.1328,-1487.5953,393.1518,233.8987
508.1019,0,,,9349.4727,-1633.4697,9434.1816,-1488.0884,393.3615,234.1108
508.2019,0,,,9351.5830,-1633.9808,9436.2930,-1488.5995,393.5720,234.3350
508.3019,0,,,9353.6162,-1634.4683,9438.3262,-1489.0869,393.7808,234.5432
508.4019,0,,,9355.7188,-1635.0339,9440.4277,-1489.6526,394.0458,234.8226
508.5019,0,,,9357.7490,-1635.5630,9442.4590,-1490.1816,394.2954,235.0724
508.6019,0,,,9359.8340,-1636.1039,9444.5430,-1490.7225,394.5413,235.3288
508.7019,0,,,9361.8887,-1636.6029,9446.5977,-1491.2216,394.7553,235.5464
508.8019,0,,,9363.9844,-1637.1244,9448.6934,-1491.7430,394.9798,235.7824
508.9019,0,,,9366.0732,-1637.6378,9450.7832,-1492.2565,395.1985,236.0110
509.0019,0,,,9368.1777,-1638.1749,9452.8867,-1492.7936,395.4355,236.2617
509.1019,0,,,9370.2480,-1638.7036,9454.9570,-1493.3223,395.6739,236.5074
509.2019,0,,,9372.3574,-1639.2910,9457.0664,-1493.9097,395.9582,236.8077
509.3019,0,,,9374.4482,-1639.8429,9459.1562,-1494.4615,396.2134,237.0746
509.4019,0,,,9376.4844,-1640.3303,9461.1914,-1494.9490,396.4211,237.2825
509.5019,0,,,9378.5938,-1640.9275,9463.3027,-1495.5461,396.7149,237.5924
509.6019,0,,,9380.6533,-1641.4473,9465.3613,-1496.0659,396.9477,237.8303
509.7019,0,,,9382.7139,-1641.9816,9467.4219,-1496.6002,397.1942,238.0825
509.8019,0,,,9384.7910,-1642.5027,9469.5000,-1497.1213,397.4234,238.3198
509.9019,0,,,9386.8730,-1643.0312,9471.5820,-1497.6499,397.6586,238.5642
510.0019,0,,,9388.9111,-1643.5408,9473.6191,-1498.1594,397.8874,238.7940
510.1019,0,,,9391.0322,-1644.1454,9475.7402,-1498.7640,398.1853,239.1104
510.2019,0,,,9393.1357,-1644.7061,9477.8438,-1499.3247,398.4453,239.3847
510.3019,0,,,9395.2412,-1645.2415,9479.9492,-1499.8601,398.6808,239.6337
510.4019,0,,,9397.2754,-1645.7322,9481.9844,-1500.3508,398.8926,239.8450
510.5019,0,,,9399.3477,-1646.2534,9484.0547,-1500.8721,399.1234,240.0832
510.6019,0,,,9401.3477,-1646.7686,9486.0547,-1501.3872,399.3679,240.3221
510.7019,0,,,9403.4170,-1647.3029,9488.1230,-1501.9215,399.6120,240.5734
510.8019,0,,,9405.5098,-1647.8744,9490.2168,-1502.4930,399.8858,240.8596
510.9019,0,,,9407.6191,-1648.4854,9492.3262,-1503.1040,400.1931,241.1835
511.0019,0,,,9409.6787,-1649.0308,9494.3848,-1503.6494,400.4507,241.4469
511.1019,0,,,9411.7539,-1649.5547,9496.4609,-1504.1733,400.6832,241.6872
511.2019,0,,,9413.7979,-1650.0665,9498.5039,-1504.6852,400.9126,241.9187
511.3019,0,,,9415.8906,-1650.6210,9500.5957,-1505.2396,401.1700,242.1880
511.4019,0,,,9417.9629,-1651.1411,9502.6680,-1505.7598,401.3999,242.4251
511.5019,0,,,9420.0566,-1651.6682,9504.7637,-1506.2869,401.6306,242.6667
511.6019,0,,,9422.0938,-1652.1539,9506.8008,-1506.7726,401.8368,242.8727
511.7019,0,,,9424.1162,-1652.6687,9508.8223,-1507.2874,402.0749,243.1092
511.8019,0,,,9426.1572,-1653.1891,9510.8633,-1507.8077,402.3134,243.3494
511.9019,0,,,9428.2559,-1653.7874,9512.9609,-1508.4060,402.6112,243.6617
512.0019,0,,,9430.3369,-1654.3422,9515.0430,-1508.9608,402.8723,243.9323
512.1019,0,,,9432.4023,-1654.8862,9517.1074,-1509.5049,403.1270,244.1939
512.2019,0,,,9434.4551,-1655.4276,9519.1621,-1510.0463,403.3827,244.4537
512.3019,0,,,9436.5059,-1655.9392,9521.2129,-1510.5579,403.6101,244.6842
512.4019,0,,,9438.5938,-1656.4882,9523.2988,-1511.1068,403.8636,244.9485
512.5019,0,,,9440.6738,-1657.0199,9525.3789,-1511.6385,404.1027,245.1964
512.6019,0,,,9442.7246,-1657.5466,9527.4297,-1512.1653,404.3447,245.4420
512.7019,0,,,9444.8418,-1658.1803,9529.5469,-1512.7990,404.6719,245.7877
512.8019,0,,,9446.9258,-1658.7076,9531.6309,-1513.3263,404.9058,246.0308
512.9019,0,,,9448.9277,-1659.2151,9533.6328,-1513.8337,405.1422,246.2618
513.0019,0,,,9451.0625,-1659.7631,9535.7676,-1514.3817,405.3825,246.5207
513.1019,0,,,9453.1523,-1660.3895,9537.8574,-1515.0082,405.7104,246.8620
513.2019,0,,,9455.1719,-1660.9384,9539.8770,-1515.5570,405.9821,247.1325
513.3019,0,,,9457.3594,-1661.7170,9542.0645,-1516.3357,406.4308,247.6161
513.4019,0,,,9459.4336,-1662.3119,9544.1387,-1516.9305,406.7325,247.9274
513.5019,0,,,9461.4355,-1662.8528,9546.1406,-1517.4714,407.0012,248.1916
513.6019,0,,,9463.5312,-1663.4921,9548.2363,-1518.1107,407.3397,248.5450
513.7019,0,,,9465.5947,-1664.0717,9550.2988,-1518.6903,407.6295,248.8422
513.8019,0,,,9467.6543,-1664.6632,9552.3594,-1519.2819,407.9319,249.1514
513.9019,0,,,9469.7129,-1665.1533,9554.4180,-1519.7720,408.1367,249.3598
514.0019,0,,,9471.8389,-1665.8300,9556.5449,-1520.4486,408.5036,249.7477
514.1019,0,,,9473.8291,-1666.3771,9558.5352,-1520.9957,408.7813,250.0190
514.2019,0,,,9475.9014,-1666.9462,9560.6074,-1521.5648,409.0587,250.3048
514.3019,0,,,9477.9668,-1667.5013,9562.6719,-1522.1200,409.3245,250.5775
514.4019,0,,,9480.1035,-1668.1281,9564.8105,-1522.7467,409.6403,250.9145
514.5019,0,,,9482.1279,-1668.6743,9566.8340,-1523.2930,409.9083,251.1820
514.6019,0,,,9484.2920,-1669.3224,9568.9980,-1523.9410,410.2378,251.5381
514.7019,0,,,9486.3984,-1669.8610,9571.1055,-1524.4796,410.4769,251.7904
514.8019,0,,,9488.4570,-1670.3521,9573.1641,-1524.9707,410.6827,251.9997
514.9019,0,,,9490.5469,-1670.8711,9575.2539,-1525.4897,410.9073,252.2341
515.0019,0,,,9492.5654,-1671.3872,9577.2715,-1526.0059,411.1476,252.4720
515.1019,0,,,9494.5400,-1671.9261,9579.2461,-1526.5448,411.4216,252.7367
515.2019,0,,,9496.6172,-1672.4719,9581.3242,-1527.0906,411.6751,252.9987
515.3019,0,,,9498.7129,-1673.0593,9583.4199,-1527.6780,411.9641,253.3006
515.4019,0,,,9500.7949,-1673.5868,9585.5020,-1528.2054,412.1990,253.5441
515.5019,0,,,9502.7949,-1674.0665,9587.5020,-1528.6852,412.4091,253.7475
515.6019,0,,,9504.7676,-1674.5634,9589.4727,-1529.1820,412.6429,253.9706
515.7019,0,,,9506.8730,-1675.1624,9591.5781,-1529.7810,412.9407,254.2832
515.8019,0,,,9508.9336,-1675.7365,9593.6387,-1530.3551,413.2260,254.5749
515.9019,0,,,9511.0371,-1676.3025,9595.7441,-1530.9211,413.4925,254.8547
516.0019,0,,,9513.1533,-1676.7848,9597.8594,-1531.4034,413.6746,255.0501
516.1019,0,,,9515.2275,-1677.3269,9599.9336,-1531.9456,413.9256,255.3089
516.2019,0,,,9517.3086,-1677.8214,9602.0156,-1532.4401,414.1290,255.5196
516.3019,0,,,9519.4492,-1678.4216,9604.1562,-1533.0403,414.4189,255.8303
516.4019,0,,,9521.5322,-1678.9674,9606.2383,-1533.5861,414.6712,256.0920
516.5019,0,,,9523.4570,-1679.3512,9608.1641,-1533.9698,414.8083,256.2065
516.6019,0,,,9525.5625,-1679.8759,9610.2695,-1534.4945,415.0344,256.4451
516.7019,0,,,9527.6162,-1680.4241,9612.3223,-1535.0427,415.2966,256.7118
516.8019,0,,,9529.7295,-1680.9614,9614.4355,-1535.5801,415.5330,256.9623
516.9019,0,,,9531.8438,-1681.4144,9616.5508,-1536.0331,415.6874,257.1286
517.0019,0,,,9533.9893,-1681.9202,9618.6953,-1536.5388,415.8849,257.3449
517.1019,0,,,9535.9893,-1682.3655,9620.6953,-1536.9841,416.0618,257.5139
517.2019,0,,,9538.1094,-1682.9767,9622.8164,-1537.5953,416.3678,257.8373
517.3019,0,,,9540.1719,-1683.5680,9624.8789,-1538.1866,416.6696,258.1462
517.4019,0,,,9542.2822,-1684.0776,9626.9902,-1538.6963,416.8800,258.3694
517.5019,0,,,9544.4072,-1684.6044,9629.1152,-1539.2230,417.1033,258.6084
517.6019,0,,,9546.4648,-1685.0909,9631.1719,-1539.7096,417.3050,258.8133
517.7019,0,,,9548.5586,-1685.6206,9633.2656,-1540.2393,417.5389,259.0579
517.8019,0,,,9550.6777,-1686.1908,9635.3867,-1540.8094,417.8057,259.3406
517.9019,0,,,9552.7578,-1686.8053,9637.4648,-1541.4240,418.1254,259.6712
518.0019,0,,,9554.7617,-1687.3081,9639.4707,-1541.9268,418.3568,259.8969
518.1019,0,,,9556.8262,-1687.8478,9641.5352,-1542.4664,418.6082,260.1541
518.2019,0,,,9558.9336,-1688.3507,9643.6426,-1542.9694,418.8131,260.3710
518.3019,0,,,9561.0400,-1688.8622,9645.7480,-1543.4808,419.0265,260.5966
518.4019,0,,,9563.1299,-1689.4083,9647.8379,-1544.0270,419.2775,260.8580
518.5019,0,,,9565.2012,-1689.9928,9649.9082,-1544.6115,419.5703,261.1593
518.6019,0,,,9567.2773,-1690.4963,9651.9863,-1545.1150,419.7838,261.3794
518.7019,0,,,9569.3818,-1691.0713,9654.0898,-1545.6899,420.0592,261.6684
518.8019,0,,,9571.4707,-1691.6714,9656.1797,-1546.2900,420.3629,261.9836
518.9019,0,,,9573.5898,-1692.2084,9658.2988,-1546.8270,420.5978,262.2335
519.0019,0,,,9575.6768,-1692.7742,9660.3848,-1547.3928,420.8688,262.5149
519.1019,0,,,9577.8027,-1693.2772,9662.5117,-1547.8959,421.0692,262.7303
519.2019,0,,,9579.8750,-1693.8297,9664.5820,-1548.4484,421.3312,262.9998
519.3019,0,,,9582.0156,-1694.4121,9666.7227,-1549.0308,421.6043,263.2929
519.4019,0,,,9584.0469,-1694.8762,9668.7559,-1549.4949,421.7912,263.4776
519.5019,0,,,9586.0488,-1695.4316,9670.7578,-1550.0503,422.0739,263.7560
519.6019,0,,,9588.1562,-1695.9875,9672.8652,-1550.6062,422.3303,264.0257
519.7019,0,,,9590.1543,-1696.2668,9674.8633,-1550.8855,422.3470,264.0293
519.8019,0,,,9592.2549,-1696.8339,9676.9648,-1551.4525,422.6158,264.3107
519.9019,0,,,9594.4668,-1697.4895,9679.1758,-1552.1082,422.9421,264.6709
520.0019,0,,,9596.6348,-1698.0139,9681.3457,-1552.6326,423.1527,264.9040
520.1019,0,,,9598.7227,-1698.4829,9683.4336,-1553.1016,423.3299,265.0887
520.2019,0,,,9600.8145,-1699.0723,9685.5254,-1553.6909,423.6224,265.3931
520.3019,0,,,9602.8203,-1699.5424,9687.5312,-1554.1610,423.8216,265.5861
520.4019,0,,,9604.9531,-1700.1058,9689.6641,-1554.7245,424.0790,265.8613
520.5019,0,,,9607.0518,-1700.5530,9691.7617,-1555.1716,424.2325,266.0236
520.6019,0,,,9609.1348,-1701.0853,9693.8457,-1555.7040,424.4724,266.2719
520.7019,0,,,9611.1475,-1701.5231,9695.8594,-1556.1417,424.6385,266.4320
520.8019,0,,,9613.3086,-1702.1071,9698.0195,-1556.7257,424.9087,266.7254
520.9019,0,,,9615.3340,-1702.5546,9700.0449,-1557.1732,425.0811,266.8941
521.0019,0,,,9617.4727,-1703.1191,9702.1836,-1557.7378,425.3378,267.1698
521.1019,0,,,9619.5469,-1703.5975,9704.2578,-1558.2162,425.5278,267.3652
521.2019,0,,,9621.6338,-1704.1085,9706.3438,-1558.7272,425.7461,267.5922
521.3019,0,,,9623.7227,-1704.6248,9708.4336,-1559.2434,425.9690,267.8240
521.4019,0,,,9625.8447,-1705.2220,9710.5547,-1559.8407,426.2620,268.1340
521.5019,0,,,9627.8643,-1705.8126,9712.5742,-1560.4313,426.5743,268.4458
521.6019,0,,,9630.0020,-1706.5145,9714.7129,-1561.1332,426.9648,268.8586
521.7019,0,,,9632.1191,-1706.9889,9716.8301,-1561.6075,427.1401,269.0464
521.8019,0,,,9634.2910,-1707.5087,9719.0020,-1562.1273,427.3455,269.2749
521.9019,0,,,9636.4668,-1708.1674,9721.1777,-1562.7860,427.6846,269.6415
522.0019,0,,,9638.4404,-1708.6107,9723.1504,-1563.2294,427.8659,269.8104
522.1019,0,,,9640.3750,-1709.0083,9725.0859,-1563.6270,428.0126,269.9369
522.2019,0,,,9642.4961,-1709.5958,9727.2070,-1564.2145,428.2966,270.2372
522.3019,0,,,9644.6230,-1710.1636,9729.3359,-1564.7822,428.5600,270.5172
522.4019,0,,,9646.6465,-1710.6664,9731.3574,-1565.2850,428.7864,270.7413
522.5019,0,,,9648.7373,-1711.1877,9733.4492,-1565.8064,429.0139,270.9781
522.6019,0,,,9650.8037,-1711.7234,9735.5156,-1566.3420,429.2612,271.2312
522.7019,0,,,9652.8730,-1712.2050,9737.5840,-1566.8236,429.4554,271.4302
522.8019,0,,,9654.9453,-1712.7219,9739.6562,-1567.3406,429.6834,271.6642
522.9019,0,,,9657.0547,-1713.2644,9741.7676,-1567.8831,429.9268,271.9205
523.0019,0,,,9659.1367,-1713.7511,9743.8496,-1568.3698,430.1230,272.1236
523.1019,0,,,9661.1211,-1714.2155,9745.8340,-1568.8341,430.3219,272.3125
523.2019,0,,,9663.1172,-1714.6925,9747.8301,-1569.3112,430.5302,272.5130
523.3019,0,,,9665.1953,-1715.1421,9749.9062,-1569.7607,430.6914,272.6796
523.4019,0,,,9667.3652,-1715.7075,9752.0762,-1570.3262,430.9420,272.9539
523.5019,0,,,9669.5078,-1716.1826,9754.2188,-1570.8013,431.1117,273.1404
523.6019,0,,,9671.7207,-1716.6792,9756.4316,-1571.2979,431.2850,273.3426
523.7019,0,,,9673.7227,-1717.1759,9758.4336,-1571.7946,431.5108,273.5622
523.8019,0,,,9675.8135,-1717.6418,9760.5234,-1572.2605,431.6848,273.7440
523.9019,0,,,9677.9238,-1718.1693,9762.6348,-1572.7880,431.9136,273.9854
524.0019,0,,,9680.1270,-1718.6460,9764.8379,-1573.2646,432.0702,274.1687
524.1019,0,,,9682.2285,-1719.0953,9766.9395,-1573.7140,432.2255,274.3330
524.2019,0,,,9684.2539,-1719.5608,9768.9648,-1574.1794,432.4152,274.5196
524.3019,0,,,9686.3193,-1720.0430,9771.0293,-1574.6616,432.6111,274.7195
524.4019,0,,,9688.4062,-1720.5598,9773.1172,-1575.1785,432.8353,274.9521
524.5019,0,,,9690.3691,-1720.9611,9775.0801,-1575.5797,432.9782,275.0797
524.6019,0,,,9692.5449,-1721.5712,9777.2559,-1576.1898,433.2710,275.3983
524.7019,0,,,9694.6270,-1722.0953,9779.3379,-1576.7140,433.5037,275.6387
524.8019,0,,,9696.7402,-1722.5876,9781.4512,-1577.2063,433.6978,275.8450
524.9019,0,,,9698.8105,-1723.1028,9783.5215,-1577.7214,433.9246,276.0774
525.0019,0,,,9700.9141,-1723.6659,9785.6270,-1578.2845,434.1898,276.3549
525.1019,0,,,9702.9434,-1724.1211,9787.6562,-1578.7397,434.3684,276.5307
525.2019,0,,,9705.0947,-1724.6146,9789.8066,-1579.2333,434.5543,276.7353
525.3019,0,,,9707.2246,-1725.1136,9791.9375,-1579.7323,434.7509,276.9467
525.4019,0,,,9709.3203,-1725.6062,9794.0332,-1580.2249,434.9496,277.1546
525.5019,0,,,9711.4531,-1726.1465,9796.1641,-1580.7651,435.1855,277.4073
525.6019,0,,,9713.5195,-1726.6571,9798.2305,-1581.2758,435.4090,277.6356
525.7019,0,,,9715.6055,-1727.1127,9800.3164,-1581.7313,435.5743,277.8074
525.8019,0,,,9717.7109,-1727.6298,9802.4219,-1582.2484,435.7945,278.0390
525.9019,0,,,9719.7803,-1728.1437,9804.4902,-1582.7623,436.0202,278.2704
526.0019,0,,,9721.8809,-1728.6211,9806.5918,-1583.2397,436.2032,278.4627
526.1019,0,,,9723.9990,-1729.1016,9808.7090,-1583.7202,436.3847,278.6568
526.2019,0,,,9726.0947,-1729.5208,9810.8047,-1584.1394,436.5124,278.7917
526.3019,0,,,9728.1641,-1730.0698,9812.8750,-1584.6885,436.7725,279.0580
526.4019,0,,,9730.2480,-1730.6565,9814.9590,-1585.2751,437.0655,279.3607
526.5019,0,,,9732.3076,-1731.1805,9817.0176,-1585.7992,437.3037,279.6029
526.6019,0,,,9734.4023,-1731.6771,9819.1133,-1586.2958,437.5067,279.8149
526.7019,0,,,9736.4775,-1732.1459,9821.1875,-1586.7645,437.6876,280.0008
526.8019,0,,,9738.5312,-1732.6044,9823.2402,-1587.2230,437.8634,280.1781
526.9019,0,,,9740.6826,-1733.2812,9825.3926,-1587.8999,438.2276,280.5654
527.0019,0,,,9742.7500,-1733.7555,9827.4590,-1588.3741,438.4155,280.7573
527.1019,0,,,9744.8730,-1734.2650,9829.5840,-1588.8837,438.6243,280.9800
527.2019,0,,,9746.9707,-1734.7925,9831.6797,-1589.4111,438.8566,281.2228
527.3019,0,,,9749.0430,-1735.3263,9833.7520,-1589.9449,439.1013,281.4737
527.4019,0,,,9751.0898,-1735.8324,9835.7988,-1590.4510,439.3252,281.6990
527.5019,0,,,9753.2246,-1736.3807,9837.9336,-1590.9994,439.5689,281.9596
527.6019,0,,,9755.3691,-1736.9326,9840.0781,-1591.5513,439.8134,282.2230
527.7019,0,,,9757.4453,-1737.4750,9842.1562,-1592.0936,440.0655,282.4820
527.8019,0,,,9759.5322,-1737.9919,9844.2422,-1592.6106,440.2903,282.7151
527.9019,0,,,9761.6016,-1738.4744,9846.3105,-1593.0930,440.4858,282.9150
528.0019,0,,,9763.5488,-1738.6853,9848.2578,-1593.3040,440.4474,282.8536
528.1019,0,,,9765.6387,-1739.2231,9850.3477,-1593.8418,440.6918,283.1072
528.2019,0,,,9767.6016,-1739.6829,9852.3086,-1594.3015,440.8910,283.2928
528.3019,0,,,9769.7148,-1740.2078,9854.4238,-1594.8264,441.1172,283.5316
528.4019,0,,,9771.7803,-1740.6946,9856.4883,-1595.3132,441.3177,283.7362
528.5019,0,,,9773.8652,-1741.2032,9858.5723,-1595.8219,441.5350,283.9612
528.6019,0,,,9775.9941,-1741.6978,9860.7012,-1596.3164,441.7280,284.1686
528.7019,0,,,9778.0762,-1742.2102,9862.7852,-1596.8289,441.9496,284.3972
528.8019,0,,,9780.0928,-1742.6427,9864.8008,-1597.2614,442.1094,284.5515
528.9019,0,,,9782.2637,-1743.1339,9866.9727,-1597.7526,442.2891,284.7524
529.0019,0,,,9784.3379,-1743.6196,9869.0469,-1598.2383,442.4868,284.9552
529.1019,0,,,9786.3789,-1744.0668,9871.0879,-1598.6854,442.6549,285.1221
529.2019,0,,,9788.4932,-1744.5869,9873.2012,-1599.2056,442.8761,285.3563
529.3019,0,,,9790.5566,-1745.0546,9875.2656,-1599.6732,443.0588,285.5419
529.4019,0,,,9792.6582,-1745.5408,9877.3672,-1600.1594,443.2504,285.7431
529.5019,0,,,9794.7383,-1746.0325,9879.4473,-1600.6511,443.4525,285.9515
529.6019,0,,,9796.8359,-1746.5436,9881.5449,-1601.1622,443.6690,286.1778
529.7019,0,,,9798.8906,-1747.0134,9883.5996,-1601.6321,443.8560,286.3663
529.8019,0,,,9800.9639,-1747.5219,9885.6719,-1602.1405,444.0760,286.5919
529.9019,0,,,9803.0957,-1748.0887,9887.8027,-1602.7074,444.3387,286.8715
530.0019,0,,,9805.2031,-1748.5671,9889.9102,-1603.1858,444.5213,287.0646
530.1019,0,,,9807.2178,-1749.0144,9891.9258,-1603.6331,444.6957,287.2334
530.2019,0,,,9809.2568,-1749.4713,9893.9648,-1604.0900,444.8738,287.4102
530.3019,0,,,9811.2871,-1749.8855,9895.9941,-1604.5042,445.0126,287.5451
530.4019,0,,,9813.4082,-1750.4460,9898.1152,-1605.0647,445.2716,287.8190
530.5019,0,,,9815.5137,-1750.9961,9900.2207,-1605.6147,445.5244,288.0836
530.6019,0,,,9817.6328,-1751.5134,9902.3398,-1606.1321,445.7421,288.3147
530.7019,0,,,9819.6602,-1751.9376,9904.3672,-1606.5563,445.8913,288.4597
530.8019,0,,,9821.7549,-1752.4193,9906.4629,-1607.0380,446.0802,288.6570
530.9019,0,,,9823.7832,-1752.8436,9908.4902,-1607.4623,446.2290,288.8020
531.0019,0,,,9825.8896,-1753.3611,9910.5957,-1607.9797,446.4499,289.0342
531.1019,0,,,9828.0254,-1753.8956,9912.7324,-1608.5143,446.6805,289.2811
531.2019,0,,,9830.1504,-1754.4017,9914.8574,-1609.0204,446.8860,289.5005
531.3019,0,,,9832.1816,-1754.8280,9916.8887,-1609.4467,447.0361,289.6472
531.4019,0,,,9834.2539,-1755.2971,9918.9590,-1609.9158,447.2182,289.8338
531.5019,0,,,9836.2598,-1755.7649,9920.9648,-1610.3835,447.4148,290.0239
531.6019,0,,,9838.3857,-1756.3325,9923.0918,-1610.9512,447.6798,290.3045
531.7019,0,,,9840.4814,-1756.8136,9925.1875,-1611.4323,447.8678,290.5011
531.8019,0,,,9842.5488,-1757.2737,9927.2539,-1611.8923,448.0423,290.6790
531.9019,0,,,9844.5469,-1757.7003,9929.2520,-1612.3190,448.2008,290.8286
532.0019,0,,,9846.6006,-1758.2163,9931.3047,-1612.8350,448.4328,291.0633
532.1019,0,,,9848.6348,-1758.7239,9933.3398,-1613.3425,448.6613,291.2909
532.2019,0,,,9850.7666,-1759.2732,9935.4707,-1613.8918,448.9072,291.5528
532.3019,0,,,9852.8271,-1759.7604,9937.5312,-1614.3790,449.1096,291.7582
532.4019,0,,,9854.9023,-1760.2430,9939.6074,-1614.8617,449.3043,291.9579
532.5019,0,,,9856.9316,-1760.6976,9941.6367,-1615.3163,449.4823,292.1330
532.6019,0,,,9859.0205,-1761.1907,9943.7266,-1615.8093,449.6837,292.3420
532.7019,0,,,9861.0410,-1761.6527,9945.7480,-1616.2714,449.8712,292.5252
532.8019,0,,,9863.1582,-1762.1663,9947.8633,-1616.7849,450.0860,292.7528
532.9019,0,,,9865.2520,-1762.6692,9949.9570,-1617.2878,450.2959,292.9714
533.0019,0,,,9867.3311,-1763.1500,9952.0371,-1617.7687,450.4877,293.1689
533.1019,0,,,9869.4102,-1763.6427,9954.1172,-1618.2614,450.6912,293.3782
533.2019,0,,,9871.4980,-1764.1171,9956.2051,-1618.7357,450.8748,293.5688
533.3019,0,,,9873.4600,-1764.5735,9958.1680,-1619.1921,451.0707,293.7507
533.4019,0,,,9875.5527,-1765.0668,9960.2598,-1619.6854,451.2713,293.9597
533.5019,0,,,9877.5293,-1765.5298,9962.2383,-1620.1484,451.4701,294.1471
533.6019,0,,,9879.5605,-1765.9539,9964.2695,-1620.5725,451.6182,294.2917
533.7019,0,,,9881.6660,-1766.5067,9966.3730,-1621.1254,451.8739,294.5593
533.8019,0,,,9883.7676,-1767.1816,9968.4746,-1621.8003,452.2493,294.9489
533.9019,0,,,9885.8125,-1767.6678,9970.5195,-1622.2865,452.4544,295.1543
534.0019,0,,,9887.8301,-1768.1031,9972.5371,-1622.7218,452.6166,295.3111
534.1019,0,,,9889.8926,-1768.6501,9974.5996,-1623.2688,452.8768,295.5760
534.2019,0,,,9891.9180,-1769.1274,9976.6250,-1623.7461,453.0778,295.7740
534.3019,0,,,9893.9512,-1769.6248,9978.6582,-1624.2434,453.2966,295.9915
534.4019,0,,,9896.0449,-1770.1711,9980.7520,-1624.7898,453.5488,296.2534
534.5019,0,,,9898.2002,-1770.7445,9982.9082,-1625.3632,453.8128,296.5376
534.6019,0,,,9900.3164,-1771.2837,9985.0234,-1625.9023,454.0529,296.7908
534.7019,0,,,9902.2822,-1771.7031,9986.9902,-1626.3218,454.2117,296.9354
534.8019,0,,,9904.3047,-1772.2156,9989.0117,-1626.8342,454.4478,297.1689
534.9019,0,,,9906.2617,-1772.6475,9990.9707,-1627.2661,454.6208,297.3266
535.0019,0,,,9908.3320,-1773.1127,9993.0410,-1627.7313,454.7995,297.5093
535.1019,0,,,9910.4863,-1773.5406,9995.1934,-1628.1593,454.9225,297.6488
535.2019,0,,,9912.5918,-1774.0143,9997.3008,-1628.6329,455.1013,297.8371
535.3019,0,,,9914.5781,-1774.4752,9999.2852,-1629.0939,455.2958,298.0219
535.4019,0,,,9916.6816,-1775.0242,10001.3906,-1629.6428,455.5483,298.2856
535.5019,0,,,9918.5869,-1775.3860,10003.2949,-1630.0046,455.6654,298.3775
535.6019,0,,,9920.5625,-1775.8230,10005.2715,-1630.4417,455.8390,298.5390
535.7019,0,,,9922.5869,-1776.3329,10007.2949,-1630.9515,456.0721,298.7698
535.8019,0,,,9924.6055,-1776.7950,10009.3145,-1631.4137,456.2600,298.9532
535.9019,0,,,9926.6328,-1777.2533,10011.3418,-1631.8719,456.4422,299.1322
536.0019,0,,,9928.6348,-1777.7277,10013.3438,-1632.3463,456.6461,299.3292
536.1019,0,,,9930.6836,-1778.2230,10015.3926,-1632.8417,456.8593,299.5436
536.2019,0,,,9932.7598,-1778.7288,10017.4688,-1633.3474,457.0762,299.7663
536.3019,0,,,9934.8330,-1779.2537,10019.5410,-1633.8723,457.3125,300.0084
536.4019,0,,,9936.8721,-1779.7296,10021.5801,-1634.3483,457.5090,300.2040
536.5019,0,,,9938.8926,-1780.1991,10023.6016,-1634.8177,457.7037,300.3947
536.6019,0,,,9940.9492,-1780.6753,10025.6582,-1635.2939,457.8965,300.5894
536.7019,0,,,9942.9648,-1781.1521,10027.6719,-1635.7708,458.0993,300.7879
536.8019,0,,,9944.9199,-1781.6091,10029.6270,-1636.2278,458.2973,300.9712
536.9019,0,,,9946.8906,-1782.0839,10031.5977,-1636.7025,458.5089,301.1710
537.0019,0,,,9948.9316,-1782.6085,10033.6387,-1637.2272,458.7524,301.4152
537.1019,0,,,9950.9414,-1783.1442,10035.6484,-1637.7628,459.0140,301.6728
537.2019,0,,,9952.9590,-1783.6333,10037.6660,-1638.2520,459.2285,301.8834
537.3019,0,,,9954.9238,-1784.1276,10039.6309,-1638.7462,459.4603,302.1030
537.4019,0,,,9956.9219,-1784.6422,10041.6289,-1639.2609,459.7043,302.3406
