ï»¿Time_s      	SteeringWheelAngle_rad	InputShaftAngle_deg
      2.4751	  0.74611719	     -9.8750
      2.4851	  0.74611719	     -9.8750
      2.4951	  0.74709375	     -9.8750
      2.5052	  0.74611719	     -9.8750
      2.5151	  0.74611719	     -9.8750
      2.5251	  0.74709375	     -9.8750
      2.5351	  0.74709375	     -9.8750
      2.5451	  0.74611719	     -9.8750
      2.5552	  0.74611719	     -9.8750
      2.5651	  0.74611719	     -9.8750
      2.5751	  0.74611719	     -9.8750
      2.5851	  0.74611719	     -9.8750
      2.5951	  0.74611719	     -9.8750
      2.6052	  0.74611719	     -9.8750
      2.6151	  0.74611719	     -9.8750
      2.6251	  0.74611719	     -9.8750
      2.6351	  0.74611719	     -9.8750
      2.6451	  0.74611719	     -9.8750
      2.6552	  0.74709375	     -9.8750
      2.6651	  0.74611719	     -9.8750
      2.6751	  0.74611719	     -9.8750
      2.6851	  0.74611719	     -9.8750
      2.6952	  0.74611719	     -9.8750
      2.7052	  0.74611719	     -9.8750
      2.7151	  0.74709375	     -9.8750
      2.7251	  0.74611719	     -9.8750
      2.7351	  0.74709375	     -9.8750
      2.7451	  0.74611719	     -9.8750
      2.7552	  0.74611719	     -9.8750
      2.7651	  0.74611719	     -9.8750
      2.7752	  0.74611719	     -9.8750
      2.7851	  0.74709375	     -9.8750
      2.7952	  0.74611719	     -9.8750
      2.8052	  0.74611719	     -9.8750
      2.8151	  0.74709375	     -9.8750
      2.8252	  0.74611719	     -9.8750
      2.8352	  0.74611719	     -9.8750
      2.8452	  0.74611719	     -9.8750
      2.8552	  0.74611719	     -9.8750
      2.8652	  0.74611719	     -9.8750
      2.8752	  0.74709375	     -9.8750
      2.8852	  0.74611719	     -9.8750
      2.8952	  0.74709375	     -9.8750
      2.9052	  0.74611719	     -9.8750
      2.9152	  0.74611719	     -9.8750
      2.9252	  0.74611719	     -9.8750
      2.9352	  0.74611719	     -9.8750
      2.9452	  0.74611719	     -9.8750
      2.9552	  0.74611719	     -9.8750
      2.9652	  0.74611719	     -9.8750
      2.9752	  0.74611719	     -9.8750
      2.9852	  0.74611719	     -9.8750
      2.9952	  0.74611719	     -9.8750
      3.0052	  0.74611719	     -9.8750
      3.0152	  0.74611719	     -9.8750
      3.0252	  0.74611719	     -9.8750
      3.0352	  0.74611719	     -9.8750
      3.0452	  0.74611719	     -9.8750
      3.0552	  0.74611719	     -9.8750
      3.0652	  0.74611719	     -9.8750
      3.0752	  0.74611719	     -9.8750
      3.0852	  0.74611719	     -9.8750
      3.0952	  0.74611719	     -9.8750
      3.1052	  0.74611719	     -9.8750
      3.1152	  0.74611719	     -9.8750
      3.1252	  0.74611719	     -9.8750
      3.1352	  0.74611719	     -9.8750
      3.1452	  0.74611719	     -9.8750
      3.1552	  0.74611719	     -9.8750
      3.1652	  0.74611719	     -9.8750
      3.1752	  0.74611719	     -9.8750
      3.1852	  0.74611719	     -9.8750
      3.1952	  0.74611719	     -9.8750
      3.2052	  0.74611719	     -9.8750
      3.2152	  0.74611719	     -9.8750
      3.2252	  0.74611719	     -9.8750
      3.2352	  0.74611719	     -9.8750
      3.2452	  0.74611719	     -9.8750
      3.2552	  0.74611719	     -9.8750
      3.2652	  0.74611719	     -9.8750
      3.2752	  0.74611719	     -9.8750
      3.2852	  0.74611719	     -9.8750
      3.2952	  0.74611719	     -9.8750
      3.3052	  0.74611719	     -9.8750
      3.3152	  0.74611719	     -9.8750
      3.3252	  0.74611719	     -9.8750
      3.3352	  0.74611719	     -9.8750
      3.3452	  0.74611719	     -9.8750
      3.3553	  0.74611719	     -9.8750
      3.3652	  0.74611719	     -9.8750
      3.3752	  0.74611719	     -9.8750
      3.3852	  0.74611719	     -9.8750
      3.3952	  0.74611719	     -9.8750
      3.4053	  0.74611719	     -9.8750
      3.4152	  0.74611719	     -9.8750
      3.4252	  0.74611719	     -9.8750
      3.4352	  0.74611719	     -9.8750
      3.4452	  0.74611719	     -9.8750
      3.4553	  0.74611719	     -9.8750
      3.4652	  0.74611719	     -9.8750
      3.4752	  0.74611719	     -9.8750
      3.4852	  0.74611719	     -9.8750
      3.4952	  0.74611719	     -9.8750
      3.5053	  0.74611719	     -9.8750
      3.5152	  0.74611719	     -9.8750
      3.5252	  0.74611719	     -9.8750
      3.5352	  0.74611719	     -9.8750
      3.5452	  0.74611719	     -9.8750
      3.5553	  0.74611719	     -9.8750
      3.5652	  0.74611719	     -9.8125
      3.5752	  0.74611719	     -9.8125
      3.5852	  0.74611719	     -9.8125
      3.5952	  0.74611719	     -9.8125
      3.6053	  0.74611719	     -9.8125
      3.6152	  0.74611719	     -9.8125
      3.6252	  0.74611719	     -9.8125
      3.6352	  0.74611719	     -9.7500
      3.6452	  0.74611719	     -9.7500
      3.6553	  0.74611719	     -9.7500
      3.6652	  0.74611719	     -9.7500
      3.6752	  0.74611719	     -9.7500
      3.6852	  0.74611719	     -9.7500
      3.6953	  0.74611719	     -9.6875
      3.7053	  0.74611719	     -9.6875
      3.7152	  0.74611719	     -9.6875
      3.7252	  0.74611719	     -9.6875
      3.7352	  0.74611719	     -9.6875
      3.7452	  0.74611719	     -9.6250
      3.7553	  0.74611719	     -9.6250
      3.7652	  0.74611719	     -9.6250
      3.7753	  0.74611719	     -9.6250
      3.7852	  0.74611719	     -9.6250
      3.7953	  0.74611719	     -9.5625
      3.8053	  0.74611719	     -9.5625
      3.8152	  0.74611719	     -9.5625
      3.8253	  0.74611719	     -9.5625
      3.8353	  0.74611719	     -9.5000
      3.8453	  0.74611719	     -9.5000
      3.8553	  0.74611719	     -9.5000
      3.8653	  0.74611719	     -9.5000
      3.8753	  0.74611719	     -9.4375
      3.8853	  0.74611719	     -9.4375
      3.8953	  0.74611719	     -9.3750
      3.9053	  0.74611719	     -9.3750
      3.9153	  0.74611719	     -9.3750
      3.9253	  0.74611719	     -9.3125
      3.9353	  0.74611719	     -9.3125
      3.9453	  0.74611719	     -9.2500
      3.9553	  0.74611719	     -9.2500
      3.9653	  0.74611719	     -9.1875
      3.9753	  0.74611719	     -9.1250
      3.9853	  0.74611719	     -9.1250
      3.9953	  0.74611719	     -9.0000
      4.0053	  0.74611719	     -8.9375
      4.0153	  0.74611719	     -8.8750
      4.0253	  0.74611719	     -8.7500
      4.0353	  0.74611719	     -8.6875
      4.0453	  0.74611719	     -8.5625
      4.0553	  0.74611719	     -8.4375
      4.0653	  0.74611719	     -8.3125
      4.0753	  0.74611719	     -8.1875
      4.0853	  0.74611719	     -8.0000
      4.0953	  0.74611719	     -7.8750
      4.1053	  0.74611719	     -7.7500
      4.1153	  0.74611719	     -7.6250
      4.1253	  0.74611719	     -7.4375
      4.1353	  0.74611719	     -7.3125
      4.1453	  0.74709375	     -7.1875
      4.1553	  0.75002344	     -7.0625
      4.1653	  0.75100000	     -6.9375
      4.1753	  0.75295313	     -6.8125
      4.1853	  0.75490625	     -6.6875
      4.1953	  0.75588281	     -6.6250
      4.2053	  0.75783594	     -6.5000
      4.2153	  0.75881250	     -6.4375
      4.2253	  0.75978906	     -6.3750
      4.2353	  0.75978906	     -6.3125
      4.2453	  0.75978906	     -6.3125
      4.2553	  0.76076563	     -6.2500
      4.2653	  0.76076563	     -6.2500
      4.2753	  0.76076563	     -6.2500
      4.2853	  0.76076563	     -6.2500
      4.2953	  0.76076563	     -6.2500
      4.3053	  0.76076563	     -6.2500
      4.3153	  0.76076563	     -6.2500
      4.3253	  0.76076563	     -6.2500
      4.3353	  0.76076563	     -6.2500
      4.3453	  0.76076563	     -6.2500
      4.3553	  0.76076563	     -6.2500
      4.3653	  0.76076563	     -6.2500
      4.3753	  0.76076563	     -6.2500
      4.3853	  0.76076563	     -6.2500
      4.3953	  0.76076563	     -6.2500
      4.4053	  0.76076563	     -6.2500
      4.4153	  0.76076563	     -6.2500
      4.4253	  0.76076563	     -6.2500
